id;lat;lon
657;48.8781499;2.3023894
658;48.8776255;2.3028113
659;48.8821186;2.2932098
660;48.8806074;2.2929897
661;48.879041;2.280458
662;48.8822175;2.2936601
663;48.8781687;2.2913543
664;48.8782811;2.3023243
665;48.8774907;2.2903208
666;48.8761818;2.2932272
667;48.8735061;2.3008607
668;48.8784675;2.3029295
669;48.8781878;2.2915785
670;48.8804722;2.2884467
671;48.8769247;2.2942577
672;48.8777531;2.2901213
673;48.8824297;2.2938006
674;48.8806667;2.2961278
675;48.8789736;2.2856743
676;48.8745138;2.3004867
677;48.8751135;2.300012
678;48.8774404;2.2988065
679;48.8804684;2.293832
680;48.8811496;2.2942061
681;48.8770893;2.3006762
682;48.8766657;2.2928191
683;48.8834652;2.2878138
684;48.8731896;2.3031805
685;48.881251;2.2982861
686;48.8777881;2.2847221
687;48.8768071;2.2927
688;48.8744227;2.2996662
689;48.8761009;2.3001535
690;48.8782123;2.2882874
691;48.8828332;2.2970589
692;48.8808638;2.2885934
693;48.8771084;2.2950833
694;48.8804857;2.2982706
695;48.8820069;2.2948973
696;48.8769268;2.2975973
697;48.8817183;2.2959871
698;48.8795284;2.2948221
699;48.8738947;2.3067368
700;48.8823698;2.2967841
701;48.8765771;2.288999
702;48.8821021;2.2884637
703;48.8775246;2.2867532
704;48.8773718;2.2973769
705;48.8773894;2.2867363
706;48.8827139;2.294019
707;48.8776499;2.2975791
708;48.8726065;2.3070401
709;48.8813999;2.2997024
710;48.8766105;2.2994728
711;48.8825923;2.2972529
712;48.8788279;2.2989356
713;48.879117;2.3037732
714;48.8721195;2.3049193
715;48.8755381;2.2949843
716;48.8762355;2.2961759
717;48.8800256;2.2955221
718;48.8766278;2.2990858
719;48.871645;2.3098868
720;48.8769054;2.2863034
721;48.8821891;2.2966827
722;48.8722649;2.304458
723;48.8787147;2.3018987
724;48.8789551;2.305022
725;48.8798443;2.292974
726;48.8703127;2.3059369
727;48.87117;2.3043491
728;48.8799397;2.2992901
729;48.8799369;2.2893467
730;48.8782487;2.2997272
731;48.8719092;2.3086066
732;48.8781636;2.2993304
733;48.8781248;2.2991493
734;48.8757589;2.2944545
735;48.8796328;2.2944938
736;48.8800836;2.2919324
737;48.8784492;2.3009505
738;48.8760867;2.2951808
739;48.866252;2.2989387
740;48.8662317;2.2906247
741;48.8641131;2.2857525
742;48.865644;2.2982217
743;48.8702613;2.2892335
744;48.8737135;2.2826096
745;48.8714574;2.2870614
746;48.8262324;2.2931522
747;48.8650763;2.2884537
748;48.8685478;2.2823964
749;48.8639334;2.2853305
750;48.8643161;2.2865439
751;48.870434;2.2997712
752;48.8717597;2.2933014
753;48.866142;2.2968842
754;48.8745383;2.2901443
755;48.8658594;2.27943
756;48.8739317;2.2845062
757;48.8654837;2.2855328
758;48.8674537;2.2798124
759;48.8644701;2.2824094
760;48.8672643;2.2793674
761;48.8759236;2.2835805
762;48.8642764;2.2849691
763;48.8645413;2.2864862
764;48.8716427;2.2925056
765;48.8722393;2.2916969
766;48.8640524;2.2833655
767;48.8597745;2.2752006
768;48.8664888;2.2824639
769;48.8639645;2.283951
770;48.8662961;2.290518
771;48.8656044;2.286495
772;48.865005;2.2910657
773;48.8672639;2.3009789
774;48.8629379;2.2921
775;48.8645847;2.2847856
776;48.8649749;2.2827778
777;48.8720433;2.2912338
778;48.8644362;2.2809118
779;48.8676295;2.2969216
780;48.8643691;2.2917877
781;48.8661893;2.2868653
782;48.8664251;2.2911541
783;48.8649043;2.2842595
784;48.8642539;2.2913536
785;48.8671933;2.281063
786;48.8663105;2.2858208
787;48.8647953;2.2997065
788;48.8641952;2.2911329
789;48.8647315;2.2912034
790;48.8651552;2.2838456
791;48.8747171;2.2832203
792;48.8651119;2.283593
793;48.86774;2.2920184
794;48.8715658;2.2901077
795;48.874482;2.2830699
796;48.8637364;2.2863289
797;48.8653854;2.3002075
798;48.867427;2.2866019
799;48.8703697;2.2845643
800;48.8637682;2.2895305
801;48.8698341;2.2919051
802;48.8713716;2.2896488
803;48.8655894;2.2855022
804;48.8695361;2.2916891
805;48.8718955;2.2908453
806;48.8692799;2.2856793
807;48.8708862;2.2842952
808;48.8696912;2.2973049
809;48.869349;2.2910526
810;48.8659444;2.2904376
811;48.8709845;2.2881469
812;48.8709845;2.2881469
813;48.866922;2.285878
814;48.8682879;2.2804878
815;48.8687989;2.2911534
816;48.8686638;2.2910556
817;48.8706311;2.287313
818;48.8698146;2.2978806
819;48.8679394;2.2879603
820;48.8708991;2.2941373
821;48.8704958;2.2844005
822;48.8709521;2.2821126
823;48.8684643;2.2959557
824;48.8707842;2.2882617
825;48.8677805;2.2859798
826;48.8701678;2.2976736
827;48.8715984;2.2804921
828;48.8652952;2.2750333
829;48.8679673;2.285611
830;48.8647579;2.2989195
831;48.8689299;2.2874828
832;48.8676991;2.2819101
833;48.8702871;2.2958622
834;48.867424;2.2901573
835;48.8687967;2.2857195
836;48.869035;2.2862198
837;48.8670324;2.2898725
838;48.8692328;2.2861453
839;48.8674534;2.2879847
840;48.8657094;2.2986926
841;48.8692459;2.2998214
842;48.864658;2.278365
843;48.8690807;2.2842464
844;48.8689915;2.2834448
845;48.8689754;2.2839977
846;48.8370967;2.2987323
847;48.8344353;2.2946627
848;48.8355489;2.2954091
849;48.8312362;2.2926857
850;48.8286982;2.2966644
851;48.8353665;2.2946229
852;48.8369701;2.2999082
853;48.8392236;2.2956866
854;48.8348904;2.303998
855;48.8291744;2.2995596
856;48.8387115;2.2950157
857;48.8376822;2.2927383
858;48.8349431;2.3106352
859;48.8389152;2.2929539
860;48.8380662;2.29482
861;48.8364253;2.2975083
862;48.8376894;2.295171
863;48.8390839;2.295971
864;48.8370777;2.2965833
865;48.8389587;2.2941199
866;48.8402963;2.2947997
867;48.8397469;2.293798
868;48.8360938;2.2997856
869;48.8350376;2.289952
870;48.8347426;2.2900002
871;48.8354811;2.3041036
872;48.8366955;2.2997368
873;48.8382926;2.2939007
874;48.8381664;2.2937974
875;48.8355613;2.3032161
876;48.8352673;2.2965062
877;48.837488;2.2971529
878;48.8360396;2.2903229
879;48.8317691;2.2909537
880;48.8379186;2.2912823
881;48.8342042;2.285675
882;48.8302108;2.2931615
883;48.8379186;2.2912823
884;48.8381839;2.2925633
885;48.8356665;2.3032707
886;48.8337464;2.3081886
887;48.8356932;2.2968142
888;48.8323932;2.3065797
889;48.8321265;2.3065682
890;48.8320316;2.3043459
891;48.8305049;2.2976776
892;48.8372863;2.2981673
893;48.8380374;2.2987613
894;48.896257;2.2851562
895;48.8985086;2.2928865
896;48.8974408;2.284153
897;48.8945318;2.2930941
898;48.8973333;2.2829721
899;48.8973333;2.2829721
900;48.8968453;2.2957763
901;48.890048;2.2812562
902;48.8933345;2.2934927
903;48.8956663;2.2818851
904;48.8944335;2.281445
905;48.8887401;2.2853562
906;48.8952262;2.2760109
907;48.8885916;2.2867077
908;48.8952403;2.2881481
909;48.89100365;2.2953241042757595
910;48.888979;2.2860809
911;48.896432;2.2766074
912;48.893331;2.2818203
913;48.8863456;2.2850202
914;48.8901525;2.2810839
915;48.8975757;2.2922048
916;48.8985311;2.2818297
917;48.8931642;2.2904062
918;48.8989912;2.282211
919;48.8921572;2.2787553
920;48.8915868;2.2968357
921;48.9003155;2.283344
922;48.8991693;2.2822029
923;48.8909118;2.284697
924;48.8992846;2.285343
925;48.8909778;2.2900234
926;48.8934227;2.2822774
927;48.8895907;2.2803894
928;48.8863797;2.2847486
929;48.8876385;2.28508
930;48.8917038;2.2836769
931;48.8921136;2.2864816
932;48.8895618;2.2891323
933;48.9003155;2.283344
934;48.8924637;2.2861641
935;48.892509;2.2900615
936;48.8984042;2.2804887
937;48.8984042;2.2804887
938;48.889295;2.2812578
939;48.8888016;2.2894869
940;48.893253;2.289397
941;48.8953065;2.2922989
942;48.8982381;2.285688
943;48.8919289;2.2853006
944;48.8928674;2.2856034
945;48.8937852;2.2884159
946;48.8973333;2.2829721
947;48.8939435;2.2918881
948;48.8948586;2.2879988
949;48.8921332;2.2833089
950;48.8936722;2.2761012
951;48.8979335;2.2866514
952;48.8958124;2.2902872
953;48.8940611;2.276556
954;48.8923362;2.2831447
955;48.8991239;2.2884932
956;48.8979392;2.2725345
957;48.8834373;2.2683203
958;48.8823777;2.2709475
959;48.8812173;2.2705301
960;48.8829982;2.2598909
961;48.8814608;2.2722982
962;48.8840501;2.27494
963;48.8814173;2.2698981
964;48.8886353;2.2735977
965;48.8856984;2.2641878
966;48.8759043;2.2502833
967;48.884126;2.2635938
968;48.8880559;2.2631192
969;48.8860077;2.2641803
970;48.884337;2.2629238
971;48.8829067;2.265206
972;48.8830632;2.2647829
973;48.8847041;2.2617682
974;48.8850747;2.2655299
975;48.8930882;2.2686534
976;48.8847652;2.2628261
977;48.8836113;2.2653357
978;48.8790979;2.279392
979;48.8845879;2.2598986
980;48.8807715;2.2797382
981;48.8962234;2.2724845
982;48.88596565;2.280635080808917
983;48.8865192;2.2788238
984;48.887384;2.2619322
985;48.8907843;2.2626361
986;48.8832029;2.2707783
987;48.8879386;2.2581836
988;48.8933269;2.2629053
989;48.8835503;2.2777064
990;48.8962234;2.2724845
991;48.8853707;2.2671305
992;48.8875586;2.2617204
993;48.8832562;2.2799062
994;48.8825674;2.2779023
995;48.8900524;2.2615912
996;48.8842753;2.259461
997;48.8807903;2.2555238
998;48.8848896;2.2675242
999;48.8930857;2.272941
1000;48.8942905;2.2688605
1001;48.8817617;2.271019
1002;48.8803956;2.2731195
1003;48.8820423;2.2701366
1004;48.887145;2.2771404
1005;48.8856346;2.266723
1006;48.8808347;2.2686933
1007;48.8820882;2.269992
